CustomerKey,First Name,Last Name,DOB,Gender,Income,DateFirstPurchase,Customer City
11116,Clinton,Carlson,1979-04-02,Male,70000.00,2022-03-15,Sydney
11117,April,Deng,1966-08-21,Female,70000.00,2020-05-06,Matraville
11118,Alvin,Zeng,1962-12-31,Male,80000.00,2022-07-10,Lavender Bay
11119,Evan,James,1940-10-07,Male,30000.00,2022-02-03,Port Macquarie
11120,Beth,Jiménez,1942-02-06,Female,40000.00,2020-05-14,Sydney
11121,Orlando,Suarez,1966-05-18,Male,70000.00,2022-06-24,Newcastle
11122,Byron,Vazquez,1965-09-30,Male,70000.00,2022-02-21,North Sydney
11123,Philip,Alvarez,1965-12-18,Male,70000.00,2022-04-17,Sunbury
11124,Ross,Jordan,1968-07-23,Male,80000.00,2020-05-05,Warrnambool
11125,Dana,Navarro,1961-10-06,Female,70000.00,2022-01-31,Seaford
11126,Shaun,Carson,1954-10-05,Male,10000.00,2020-05-28,North Ryde
11127,Jan,Edwards,1981-04-19,Female,40000.00,2022-04-10,San Gabriel
11128,Samantha,Long,1981-06-03,Female,40000.00,2022-06-19,Renton
11129,Julia,Wright,1981-02-01,Female,40000.00,2020-08-06,Sedro Woolley
11130,Caroline,Russell,1985-07-05,Female,30000.00,2022-12-09,Lebanon
11131,Amanda,Rivera,1985-09-09,Female,30000.00,2022-10-18,Haney
11132,Melissa,Richardson,1986-04-25,Female,30000.00,2022-04-09,Langford
11133,Angela,Griffin,1986-03-08,Female,30000.00,2022-12-30,Lake Oswego
11134,Larry,Townsend,1957-02-22,Male,10000.00,2020-05-03,Perth
11135,Marcus,Harris,1985-05-02,Male,30000.00,2022-04-18,Burlingame
11136,Brianna,Morgan,1984-04-24,Female,40000.00,2022-01-03,Metchosin
11137,Jasmine,Taylor,1984-01-17,Female,40000.00,2022-07-31,Spokane
11138,Lauren,Davis,1984-03-14,Female,40000.00,2022-09-19,Glendale
11139,Tanya,Moreno,1949-11-05,Female,30000.00,2022-09-14,Cloverdale
11140,Javier,Alvarez,1982-08-11,Male,30000.00,2022-03-19,Burbank
11141,Nicole,Ramirez,1982-12-19,Female,40000.00,2022-05-16,Daly City
11142,Eduardo,Patterson,1983-02-11,Male,40000.00,2022-02-13,Langford
11143,Jonathan,Henderson,1982-08-04,Male,40000.00,2022-06-15,Lakewood
11144,Edward,Hernandez,1985-03-08,Male,40000.00,2022-01-25,Ballard
11145,Jasmine,Coleman,1985-06-06,Female,40000.00,2022-01-25,Beaverton
11146,Karla,Goel,1945-02-22,Female,40000.00,2022-02-05,Matraville
11147,Ernest,Wu,1944-08-04,Male,60000.00,2020-05-13,Warrnambool
11148,Ross,Vazquez,1947-02-13,Male,40000.00,2022-03-07,East Brisbane
11149,Theodore,Gill,1946-10-18,Male,40000.00,2022-06-04,Hervey Bay
11150,Russell,Shen,1946-09-12,Male,40000.00,2022-03-27,Sunbury
11151,Melinda,Gill,1947-08-25,Female,60000.00,2020-05-15,Sydney
11152,James,Williams,1981-07-09,Male,40000.00,2022-01-09,Puyallup
11153,Angela,James,1981-12-21,Female,40000.00,2022-03-29,Renton
11154,Megan,Walker,1982-02-18,Female,40000.00,2022-01-10,Woodburn
11155,Hunter,Robinson,1981-07-25,Male,40000.00,2022-01-06,Burbank
11156,Maria,Roberts,1981-08-06,Female,40000.00,2022-01-08,Lakewood
11157,Hannah,Long,1980-12-08,Female,40000.00,2022-07-24,Tacoma
11158,Jason,Wright,1981-04-06,Male,40000.00,2022-01-19,San Gabriel
11159,Brianna,Hughes,1981-03-16,Female,40000.00,2022-09-08,Woodland Hills
11160,Maurice,Tang,1979-07-08,Male,40000.00,2022-02-21,Concord
11161,Emily,Wood,1979-10-20,Female,40000.00,2022-06-01,Concord
11162,Chase,Cox,1979-09-02,Male,40000.00,2022-02-18,La Jolla
11163,Gabriel,Wang,1980-06-18,Male,40000.00,2022-05-01,Spring Valley
11164,Devin,Brooks,1979-11-02,Male,40000.00,2022-04-27,Torrance
11165,Jocelyn,Alexander,1979-01-15,Female,60000.00,2022-05-25,Oakland
11166,Ashley,Martinez,1977-10-22,Female,70000.00,2022-10-14,Olympia
11167,Jasmine,Barnes,1978-01-29,Female,80000.00,2022-01-07,Issaquah
11168,David,Rodriguez,1973-11-12,Male,80000.00,2022-01-15,Oakland
11169,Bryce,Richardson,1973-12-20,Male,90000.00,2022-05-26,Coronado
11170,Carol,Howard,1973-08-04,Female,90000.00,2022-08-26,Burien
11171,Jonathan,Hill,1978-10-05,Male,100000.00,2020-08-20,Woodland Hills
11172,Gabrielle,Adams,1973-05-20,Female,100000.00,2022-05-03,Lynnwood
11173,Sarah,Thomas,1973-02-28,Female,110000.00,2022-03-02,W. Linn
11174,Nicholas,Robinson,1973-01-09,Male,110000.00,2022-07-13,Los Angeles
11175,Luis,Wang,1968-09-01,Male,70000.00,2020-08-28,Beverly Hills
11176,Mason,Roberts,1979-01-21,Male,90000.00,2022-02-02,Haney
11177,Jose,Flores,1948-01-01,Male,110000.00,2022-03-29,San Diego
11178,Nathan,Johnson,1954-08-20,Male,100000.00,2022-02-21,Lakewood
11179,Molly,Rodriguez,1959-12-08,Female,120000.00,2022-03-12,Beverly Hills
11180,April,Anand,1948-07-01,Female,160000.00,2022-03-17,Chula Vista
11181,Devin,Martin,1960-02-01,Male,170000.00,2022-05-07,Los Angeles
11182,Stephanie,Torres,1950-02-22,Female,70000.00,2022-08-28,Sedro Woolley
11183,Jasmine,Lee,1950-01-12,Female,70000.00,2022-04-30,Santa Cruz
11184,Meghan,Hernandez,1955-11-13,Female,70000.00,2022-08-10,Concord
11185,Ashley,Henderson,1950-04-07,Female,70000.00,2022-02-21,Metchosin
11186,Sarah,Price,1949-11-18,Female,70000.00,2022-10-18,Palo Alto
11187,Jennifer,Cooper,1949-08-21,Female,60000.00,2022-04-03,Burien
11188,Catherine,Morris,1950-03-06,Female,60000.00,2022-11-01,San Gabriel
11189,Lawrence,Blanco,1950-01-12,Male,60000.00,2020-08-26,Bellingham
11190,Carson,Bryant,1949-12-20,Male,70000.00,2022-08-28,Beverly Hills
11191,Kristi,Perez,1951-06-17,Female,70000.00,2020-08-11,Colma
11192,James,Brown,1951-03-13,Male,60000.00,2022-06-23,Seattle
11193,Ian,Gray,1950-08-13,Male,60000.00,2022-02-25,Woodburn
11194,Jacqueline,Price,1950-12-08,Female,60000.00,2022-03-13,Palo Alto
11195,Megan,Henderson,1951-08-10,Female,60000.00,2022-04-14,Renton
11196,Alfredo,Romero,1951-12-05,Male,60000.00,2022-03-03,Beaverton
11197,Andrea,Morris,1951-12-16,Female,70000.00,2022-05-02,Seattle
11198,Brooke,Sanders,1952-05-25,Female,70000.00,2022-02-05,Santa Cruz
11199,Jacqueline,Bennett,1957-11-02,Female,70000.00,2022-03-18,Burlingame
11200,Jason,Griffin,1953-05-21,Male,70000.00,2022-02-07,Victoria
11201,Amanda,Foster,1953-02-14,Female,70000.00,2022-07-01,Santa Monica
11202,Alexia,Price,1958-08-22,Female,80000.00,2022-09-15,Lakewood
11203,Luis,Diaz,1959-08-18,Male,40000.00,2022-02-20,Port Hammond
11204,Destiny,Rivera,1953-11-29,Female,40000.00,2022-08-09,Beaverton
11205,Abby,Fernandez,1954-01-21,Female,40000.00,2022-07-27,Burien
11206,Blake,Flores,1954-03-24,Male,60000.00,2022-05-11,Lynnwood
11207,Danielle,Cox,1954-01-16,Female,60000.00,2022-01-31,Renton
11208,Maria,Reed,1953-08-03,Female,60000.00,2022-03-04,Glendale
11209,Allison,Evans,1953-07-12,Female,60000.00,2022-03-25,Lincoln Acres
11210,Edward,Wood,1953-12-06,Male,70000.00,2022-05-06,West Covina
11211,Samantha,Russell,1960-10-08,Female,40000.00,2022-02-01,Haney
11212,Chloe,Campbell,1955-05-05,Female,40000.00,2022-01-30,Metchosin
11213,Stephanie,Murphy,1954-11-11,Female,60000.00,2022-03-28,Edmonds
11214,Charles,Miller,1955-05-07,Male,60000.00,2022-08-14,Milwaukie
11215,Ana,Perry,1961-06-17,Female,40000.00,2022-02-15,Royal Oak
11216,Jasmine,Torres,1955-11-17,Female,60000.00,2020-08-15,Portland
11217,Natalie,Adams,1955-08-11,Female,60000.00,2020-08-10,Portland
11218,Olivia,Brown,1961-09-07,Female,60000.00,2022-02-28,Tacoma
11219,Charles,Cook,1956-05-31,Male,60000.00,2022-10-29,Woodburn
11220,Erica,Huang,1961-02-19,Female,60000.00,2022-03-14,Colma
11221,Nathan,Perry,1955-12-08,Male,70000.00,2022-04-07,Lakewood
11222,Alexandra,Rivera,1956-02-14,Female,80000.00,2022-11-01,Santa Monica
11223,Hailey,Patterson,1957-03-15,Female,70000.00,2022-01-29,Langley
11224,Tiffany,Li,1957-03-05,Female,70000.00,2020-08-07,Burien
11225,Madison,Lee,1962-02-12,Female,60000.00,2022-06-22,Renton
11226,Sydney,Ross,1962-09-23,Female,60000.00,2022-02-21,W. Linn
11227,Marshall,Chavez,1962-08-08,Male,60000.00,2020-08-03,Colma
11228,Ashley,Jones,1956-10-16,Female,60000.00,2022-10-25,El Cajon
11229,Adrian,Stewart,1957-06-01,Male,70000.00,2022-07-27,Redwood City
11230,Amber,Turner,1956-09-30,Female,70000.00,2022-07-16,Santa Monica
11231,Dennis,Zhang,1963-11-11,Male,60000.00,2022-02-10,Bremerton
11232,Hailey,Bryant,1958-03-27,Female,60000.00,2022-09-20,Everett
11233,Todd,Li,1963-09-06,Male,70000.00,2022-02-08,Berkeley
11234,Anna,Griffin,1958-05-19,Female,70000.00,2022-02-08,Long Beach
11235,Angel,Stewart,1957-08-07,Male,70000.00,2022-07-04,Ballard
11236,Jeremy,Butler,1957-09-02,Male,70000.00,2022-10-03,Bellingham
11237,Clarence,Anand,1964-03-22,Male,130000.00,2020-09-05,Solingen
11238,Mayra,Prasad,1964-02-07,Female,130000.00,2020-01-06,Birmingham
11239,Latoya,Goel,1969-10-02,Female,130000.00,2020-01-19,London
11240,Anne,Hernandez,1964-06-09,Female,160000.00,2020-02-27,Watford
11241,Lisa,Cai,1974-04-06,Female,100000.00,2021-09-10,Les Ulis
11242,Larry,Munoz,1963-05-11,Male,110000.00,2021-09-19,Versailles
11243,Robin,Alvarez,1963-04-08,Female,150000.00,2020-02-21,Esher-Molesey
11244,Alexis,Coleman,1968-11-22,Female,170000.00,2020-02-12,Runcorn
11245,Ricky,Vazquez,1962-04-26,Male,120000.00,2020-09-26,Hamburg
11246,Latasha,Rubio,1962-04-08,Female,120000.00,2020-10-03,Hamburg
11247,Claudia,Zhou,1961-12-04,Female,130000.00,2020-02-18,Lancaster
11248,Tristan,Alexander,1966-03-22,Male,110000.00,2022-07-14,Saint-Denis
11249,Cindy,Patel,1966-07-09,Female,130000.00,2020-10-09,Sulzbach Taunus
11250,Shannon,Liu,1966-03-08,Female,170000.00,2020-03-17,Woolston
11251,Xavier,Long,1938-01-01,Male,30000.00,2022-10-18,Haney
11252,Nicholas,Thompson,1937-12-05,Male,90000.00,2020-08-14,Lemon Grove
11253,José,Hernandez,1949-08-24,Male,60000.00,2022-03-01,Victoria
11254,Johnathan,Vance,1938-08-31,Male,70000.00,2022-11-23,Burien
11255,Colin,Lin,1938-10-02,Male,70000.00,2022-02-23,Burien
11256,Katelyn,Hernandez,1939-03-20,Female,70000.00,2022-04-15,Lynnwood
11257,Jacqueline,Powell,1938-07-06,Female,120000.00,2020-08-24,Newport Beach
11258,Xavier,Hill,1938-12-26,Male,120000.00,2022-05-21,Palo Alto
11259,Victoria,Stewart,1970-09-24,Female,100000.00,2020-09-04,Salem
11260,Katelyn,Kelly,1976-04-08,Female,110000.00,2022-02-05,Burlingame
11261,Stephanie,Collins,1970-10-22,Female,130000.00,2020-09-27,San Diego
11262,Jennifer,Simmons,1975-05-01,Female,80000.00,2022-02-27,Port Hammond
11263,Trinity,Richardson,1970-03-11,Female,90000.00,2020-08-29,Burien
11264,Eduardo,Martin,1969-12-15,Male,90000.00,2022-01-02,Issaquah
11265,Elizabeth,Jones,1970-01-10,Female,90000.00,2022-01-03,Kirkland
11266,Taylor,Howard,1969-11-02,Female,90000.00,2020-09-10,Port Orchard
11267,David,Diaz,1975-09-29,Male,120000.00,2020-09-17,Burlingame
11268,Katelyn,Carter,1969-10-31,Female,130000.00,2022-05-29,Coronado
11269,Ryan,Foster,1975-10-10,Male,130000.00,2022-08-22,Daly City
11270,Robert,Lee,1975-05-01,Male,130000.00,2020-09-10,Lakewood
11271,Danielle,Reed,1969-12-03,Female,150000.00,2020-09-27,San Francisco
11272,Lauren,Martinez,1962-05-10,Female,70000.00,2020-09-19,Beverly Hills
11273,Nathan,Lal,1962-03-31,Male,90000.00,2022-05-14,La Jolla
11274,Kyle,Foster,1939-10-10,Male,50000.00,2020-08-29,Bellingham
11275,Jenny,Rai,1939-07-18,Female,80000.00,2020-08-30,Colma
11276,Nancy,Chapman,1974-09-15,Female,80000.00,2022-01-29,Cliffside
11277,Charles,Jackson,1968-12-07,Male,80000.00,2022-02-02,Royal Oak
11278,Jonathan,Phillips,1969-02-16,Male,90000.00,2020-09-16,Edmonds
11279,Amanda,Cook,1974-09-08,Female,90000.00,2022-03-03,Everett
11280,Robert,Collins,1969-02-17,Male,90000.00,2022-07-01,Lynnwood
11281,Megan,Barnes,1974-10-06,Female,110000.00,2020-09-13,Burbank
11282,Christian,Thomas,1967-07-16,Male,90000.00,2020-08-31,Burien
11283,Arturo,Lal,1968-04-24,Male,110000.00,2022-05-29,Berkeley
11284,Theresa,Serrano,1967-09-24,Female,110000.00,2022-02-06,Chula Vista
11285,Jeremy,Anderson,1973-03-15,Male,120000.00,2022-07-27,Fremont
11286,Hunter,Griffin,1967-08-31,Male,170000.00,2020-09-21,Torrance
11287,Henry,Garcia,1966-07-16,Male,70000.00,2022-01-29,Cliffside
11288,Cindy,Sanchez,1978-03-12,Female,110000.00,2022-03-05,Burbank
11289,Maria,Carter,1972-03-03,Female,130000.00,2020-09-08,Downey
11290,Katelyn,Sanchez,1972-08-14,Female,130000.00,2020-09-20,Lakewood
11291,Jenna,Wright,1972-05-01,Female,130000.00,2020-09-04,Lemon Grove
11292,Seth,Phillips,1967-05-05,Male,150000.00,2020-09-15,San Gabriel
11293,Luke,Long,1960-11-23,Male,60000.00,2022-02-24,Port Orchard
11294,Dalton,Clark,1961-03-02,Male,60000.00,2022-09-25,Issaquah
11295,Taylor,Lewis,1959-11-13,Female,80000.00,2020-09-25,Concord
11296,Haley,Richardson,1941-04-05,Female,50000.00,2020-09-01,Everett
11297,Noah,Coleman,1940-08-01,Male,70000.00,2020-09-26,Burbank
11298,Jon,Luo,1940-08-30,Male,70000.00,2020-09-12,Chula Vista
11299,Orlando,Vazquez,1941-09-29,Male,70000.00,2020-09-26,Burbank
11300,Fernando,Barnes,1965-08-31,Male,80000.00,2022-01-31,N. Vancouver
11301,Cameron,Rodriguez,1965-12-07,Male,80000.00,2022-06-09,Ballard
11302,Spencer,Russell,1971-12-09,Male,90000.00,2020-09-06,Corvallis
11303,Julia,Coleman,1966-04-10,Female,90000.00,2020-09-02,Edmonds
11304,Julia,Garcia,1971-03-14,Female,100000.00,2022-03-20,Portland
11305,Sean,Evans,1965-12-17,Male,110000.00,2022-03-25,Chula Vista
11306,Micah,Zhou,1965-12-20,Male,110000.00,2022-06-30,Coronado
11307,Hunter,Rodriguez,1965-10-31,Male,80000.00,2020-09-04,Daly City
11308,Ian,Gonzales,1959-09-02,Male,60000.00,2022-09-07,Oregon City
11309,Victoria,Lewis,1959-12-10,Female,60000.00,2022-07-09,Beaverton
11310,Erin,Sanders,1964-07-05,Female,70000.00,2022-08-12,San Francisco
11311,Gabrielle,Lopez,1959-02-21,Female,70000.00,2022-04-18,Lynnwood
11312,Sara,Richardson,1958-10-01,Female,70000.00,2022-05-17,Lynnwood
11313,Trevor,Jenkins,1958-08-27,Male,70000.00,2022-05-07,Port Orchard
11314,Mya,Flores,1970-06-16,Female,70000.00,2022-02-25,Issaquah
11315,Hailey,Ward,1959-03-31,Female,70000.00,2022-05-20,Port Orchard
11316,Luke,Allen,1959-05-17,Male,60000.00,2022-01-12,Langford
11317,Victoria,Russell,1963-09-14,Female,40000.00,2020-09-01,Salem
11318,Jessica,Wilson,1958-04-25,Female,40000.00,2022-10-17,Edmonds
11319,Jade,Bailey,1948-04-23,Female,70000.00,2020-09-09,Oakland
11320,Morgan,Hill,1942-12-24,Female,80000.00,2022-06-15,Glendale
11321,Terrance,Raman,1944-01-05,Male,90000.00,2022-02-23,Burien
11322,Sydney,Garcia,1943-09-12,Female,90000.00,2022-03-24,Bremerton
11323,Jose,Patterson,1943-12-18,Male,120000.00,2020-09-10,Daly City
11324,Zachary,Anderson,1944-11-10,Male,90000.00,2020-09-26,Glendale
11325,Elijah,Ross,1944-12-29,Male,90000.00,2020-09-19,Seattle
11326,Rafael,Xie,1944-12-23,Male,130000.00,2020-09-15,Beverly Hills
11327,Jaime,Moreno,1945-09-01,Male,90000.00,2020-09-26,Burbank
11328,Julian,Griffin,1945-06-30,Male,90000.00,2022-01-05,Newton
11329,Andy,Alvarez,1946-01-22,Male,90000.00,2020-09-25,Concord
11330,Ryan,Thompson,1945-11-10,Male,110000.00,2022-02-12,Oak Bay
11331,Samantha,Jenkins,1974-01-03,Female,90000.00,2022-02-07,Shawnee
11332,Deanna,Ramos,1968-04-02,Female,10000.00,2020-10-15,Berlin
11333,Emily,Miller,1968-01-07,Female,20000.00,2020-03-21,Newcastle upon Tyne
11334,Nicole,Brown,1966-09-19,Female,10000.00,2020-03-04,Stoke-on-Trent
11335,Carla,Raman,1977-12-18,Female,10000.00,2020-10-23,Hof
11336,Shaun,Raji,1973-03-08,Male,20000.00,2021-09-27,Paris
11337,Jerome,Romero,1967-03-21,Male,10000.00,2020-03-09,Watford
11338,Frank,Navarro,1972-08-06,Male,20000.00,2020-10-11,Bonn
11339,Dennis,She,1967-01-05,Male,20000.00,2021-10-07,Paris
11340,Melody,Munoz,1947-04-03,Female,10000.00,2021-10-27,Paris
11341,Randy,Zeng,1942-02-18,Male,20000.00,2020-04-11,Cheltenham
11342,Marshall,Wang,1973-03-07,Male,30000.00,2022-07-12,Boulogne-sur-Mer
11343,Arthur,Carlson,1975-03-09,Male,10000.00,2020-04-04,Oxon
11344,Jessie,Jimenez,1963-01-21,Female,10000.00,2020-05-13,Oxford
